snapped_at,price,market_cap,total_volume
2017-11-09 00:00:00 UTC,0.0023868224612059903,156404161.61769113,1224287.1701759468
2017-11-10 00:00:00 UTC,0.0020444407393174656,133968506.2492818,990422.8194999617
2017-11-11 00:00:00 UTC,0.0019147582843986697,125470649.38402924,707642.9643405275
2017-11-12 00:00:00 UTC,0.0018043416345783466,118235245.90326259,814789.232402891
2017-11-13 00:00:00 UTC,0.0020176800199983237,132386427.48493508,894985.5678109237
2017-11-14 00:00:00 UTC,0.0024153601045655,158479487.413139,1073924.14464444
2017-11-15 00:00:00 UTC,0.00232030016078447,152242301.026122,1179822.35257729
2017-11-16 00:00:00 UTC,0.00224758147932484,147470996.18371,1324833.20109975
2017-11-17 00:00:00 UTC,0.00202291008373067,132729588.66321,1905625.2295888
2017-11-18 00:00:00 UTC,0.00202236549981172,132693856.773722,2184964.12424888
2017-11-19 00:00:00 UTC,0.0019852680720025,130259776.10292,1832646.81839489
2017-11-20 00:00:00 UTC,0.00213324414257963,139968958.501911,1679383.57714952
2017-11-21 00:00:00 UTC,0.00212956832826169,139727776.589602,1420954.84638254
2017-11-22 00:00:00 UTC,0.00233308344610262,153081053.186036,1345920.56312006
2017-11-23 00:00:00 UTC,0.00213762296956841,140256267.319897,3417832.23017086
2017-11-24 00:00:00 UTC,0.00207102679607914,135886679.771313,3239315.25444964
2017-11-25 00:00:00 UTC,0.00201463762932339,132186806.520027,3671891.51887357
2017-11-26 00:00:00 UTC,0.00211400396485046,138886239.354519,5253948.62423723
2017-11-27 00:00:00 UTC,0.00208965933011546,137391323.843611,5447503.32653088
2017-11-28 00:00:00 UTC,0.00239251994364041,157303861.754746,5378421.52819489
2017-11-29 00:00:00 UTC,0.00205371567817567,135028093.697619,5544747.84531279
2017-11-30 00:00:00 UTC,0.00231126742281716,151961655.37658,3050584.80293603
2017-12-01 00:00:00 UTC,0.00214091310437674,140761166.858812,4702198.48548487
2017-12-02 00:00:00 UTC,0.00211868760130369,139299880.204911,4503131.91222867
2017-12-03 00:00:00 UTC,0.00209970595645613,138051871.365982,5437976.41784144
2017-12-04 00:00:00 UTC,0.00215278061595713,141541434.294398,8662135.50283184
2017-12-05 00:00:00 UTC,0.00213705734828711,140507657.865294,7906227.90146748
2017-12-06 00:00:00 UTC,0.00382354753637125,251391339.358649,16493.0483304424
2017-12-07 00:00:00 UTC,0.00392728194712116,258211689.362915,29058706.2020901
2017-12-08 00:00:00 UTC,0.00424307801985026,278974710.335557,11196823.6116716
2017-12-09 00:00:00 UTC,0.00440660167872202,289726095.333273,9671290.16703499
2017-12-10 00:00:00 UTC,0.00433149185420187,284787760.133959,9169891.35304873
2017-12-11 00:00:00 UTC,0.00513614997247419,337692576.970699,10857313.173528
2017-12-12 00:00:00 UTC,0.00753660415196127,495518100.391034,27517250.1554016
2017-12-13 00:00:00 UTC,0.0154898457346668,1018429358.77093,102445084.447474
2017-12-14 00:00:00 UTC,0.0169942681141392,1117342410.94018,132447135.720041
